comune,comune_normalized,regione,provincia,sigla_prov,lat,lon
Lodrino,lodrino,Lombardia,Brescia,BS,45.719687,10.277667
Lograto,lograto,Lombardia,Brescia,BS,45.484238,10.053276
Lonato del Garda,lonato del garda,Lombardia,Brescia,BS,45.461039,10.484535
Longhena,longhena,Lombardia,Brescia,BS,45.437678,10.059667
Losine,losine,Lombardia,Brescia,BS,45.983494,10.316163
Lozio,lozio,Lombardia,Brescia,BS,45.986103,10.26036
Lumezzane,lumezzane,Lombardia,Brescia,BS,45.648258,10.264546
Maclodio,maclodio,Lombardia,Brescia,BS,45.476998,10.042715
Magasa,magasa,Lombardia,Brescia,BS,45.781392,10.615973
Mairano,mairano,Lombardia,Brescia,BS,45.449179,10.079567
Malegno,malegno,Lombardia,Brescia,BS,45.950602,10.273339
Malonno,malonno,Lombardia,Brescia,BS,46.122581,10.319212
Manerba del Garda,manerba del garda,Lombardia,Brescia,BS,45.556043,10.562593
Manerbio,manerbio,Lombardia,Brescia,BS,45.355777,10.13517
Marcheno,marcheno,Lombardia,Brescia,BS,45.709374,10.215326
Marmentino,marmentino,Lombardia,Brescia,BS,45.75545,10.287315
Marone,marone,Lombardia,Brescia,BS,45.736086,10.093762
Mazzano,mazzano,Lombardia,Brescia,BS,45.518804,10.354162
Milzano,milzano,Lombardia,Brescia,BS,45.273575,10.199273
Moniga del Garda,moniga del garda,Lombardia,Brescia,BS,45.528523,10.537573
Monno,monno,Lombardia,Brescia,BS,46.211571,10.339878
Monte Isola,monte isola,Lombardia,Brescia,BS,45.716536,10.080176
Monticelli Brusati,monticelli brusati,Lombardia,Brescia,BS,45.63219,10.09857
Montichiari,montichiari,Lombardia,Brescia,BS,45.415181,10.390675
Montirone,montirone,Lombardia,Brescia,BS,45.44638,10.228771
Mura,mura,Lombardia,Brescia,BS,45.71398,10.34365
Muscoline,muscoline,Lombardia,Brescia,BS,45.562485,10.461874
Nave,nave,Lombardia,Brescia,BS,45.587727,10.289235
Niardo,niardo,Lombardia,Brescia,BS,45.975994,10.333263
Nuvolento,nuvolento,Lombardia,Brescia,BS,45.545784,10.386772
Nuvolera,nuvolera,Lombardia,Brescia,BS,45.532183,10.369172
Odolo,odolo,Lombardia,Brescia,BS,45.64685,10.388448
Offlaga,offlaga,Lombardia,Brescia,BS,45.386133,10.117457
Ome,ome,Lombardia,Brescia,BS,45.627283,10.121365
Ono San Pietro,ono san pietro,Lombardia,Brescia,BS,46.016895,10.328362
Orzinuovi,orzinuovi,Lombardia,Brescia,BS,45.403976,9.921564
Orzivecchi,orzivecchi,Lombardia,Brescia,BS,45.42066,9.961729
Ospitaletto,ospitaletto,Lombardia,Brescia,BS,45.555222,10.073946
Ossimo,ossimo,Lombardia,Brescia,BS,45.946192,10.230561
Padenghe sul Garda,padenghe sul garda,Lombardia,Brescia,BS,45.509584,10.506376
Paderno Franciacorta,paderno franciacorta,Lombardia,Brescia,BS,45.589187,10.076411
Paisco Loveno,paisco loveno,Lombardia,Brescia,BS,46.078305,10.290733
Paitone,paitone,Lombardia,Brescia,BS,45.553076,10.401255
Palazzolo sull'Oglio,palazzolo sull'oglio,Lombardia,Brescia,BS,45.599069,9.884966
Paratico,paratico,Lombardia,Brescia,BS,45.659876,9.95507
Paspardo,paspardo,Lombardia,Brescia,BS,46.030996,10.370963
Passirano,passirano,Lombardia,Brescia,BS,45.599487,10.064918
Pavone del Mella,pavone del mella,Lombardia,Brescia,BS,45.301256,10.208401
San Paolo,san paolo,Lombardia,Brescia,BS,45.370576,10.026767
Pertica Alta,pertica alta,Lombardia,Brescia,BS,45.744402,10.343936
Pertica Bassa,pertica bassa,Lombardia,Brescia,BS,45.754489,10.37467
Pezzaze,pezzaze,Lombardia,Brescia,BS,45.774127,10.237377
Pian Camuno,pian camuno,Lombardia,Brescia,BS,45.843752,10.157887
Pisogne,pisogne,Lombardia,Brescia,BS,45.805731,10.10819
Polaveno,polaveno,Lombardia,Brescia,BS,45.661484,10.123964
Polpenazze del Garda,polpenazze del garda,Lombardia,Brescia,BS,45.551185,10.504875
Pompiano,pompiano,Lombardia,Brescia,BS,45.431977,9.989265
Poncarale,poncarale,Lombardia,Brescia,BS,45.460663,10.173909
Ponte di Legno,ponte di legno,Lombardia,Brescia,BS,46.258603,10.508662
Pontevico,pontevico,Lombardia,Brescia,BS,45.274374,10.092471
Pontoglio,pontoglio,Lombardia,Brescia,BS,45.56938,9.85346
Pozzolengo,pozzolengo,Lombardia,Brescia,BS,45.40597,10.631373
Pralboino,pralboino,Lombardia,Brescia,BS,45.267999,10.217413
Preseglie,preseglie,Lombardia,Brescia,BS,45.668287,10.39677
Prevalle,prevalle,Lombardia,Brescia,BS,45.551482,10.421857
Provaglio d'Iseo,provaglio d'iseo,Lombardia,Brescia,BS,45.635971,10.044167
Provaglio Val Sabbia,provaglio val sabbia,Lombardia,Brescia,BS,45.684864,10.436601
Puegnago del Garda,puegnago del garda,Lombardia,Brescia,BS,45.565692,10.51147
Quinzano d'Oglio,quinzano d'oglio,Lombardia,Brescia,BS,45.310875,10.008568
Remedello,remedello,Lombardia,Brescia,BS,45.279498,10.371743
Rezzato,rezzato,Lombardia,Brescia,BS,45.514182,10.316671
Roccafranca,roccafranca,Lombardia,Brescia,BS,45.4643,9.914056
Rodengo Saiano,rodengo saiano,Lombardia,Brescia,BS,45.597646,10.109468
Roè Volciano,roe volciano,Lombardia,Brescia,BS,45.616764,10.49587
Roncadelle,roncadelle,Lombardia,Brescia,BS,45.527608,10.149701
Rovato,rovato,Lombardia,Brescia,BS,45.567038,9.998601
Rudiano,rudiano,Lombardia,Brescia,BS,45.488578,9.887062
Sabbio Chiese,sabbio chiese,Lombardia,Brescia,BS,45.658587,10.420571
Sale Marasino,sale marasino,Lombardia,Brescia,BS,45.715453,10.111139
Salò,salo,Lombardia,Brescia,BS,45.605678,10.520069
San Felice del Benaco,san felice del benaco,Lombardia,Brescia,BS,45.589546,10.551733
San Gervasio Bresciano,san gervasio bresciano,Lombardia,Brescia,BS,45.307376,10.148671
San Zeno Naviglio,san zeno naviglio,Lombardia,Brescia,BS,45.491572,10.217058
Sarezzo,sarezzo,Lombardia,Brescia,BS,45.66187,10.195876
Saviore dell'Adamello,saviore dell'adamello,Lombardia,Brescia,BS,46.080497,10.399663
Sellero,sellero,Lombardia,Brescia,BS,46.055989,10.34399
Seniga,seniga,Lombardia,Brescia,BS,45.242674,10.177973
Serle,serle,Lombardia,Brescia,BS,45.570284,10.366071
Sirmione,sirmione,Lombardia,Brescia,BS,45.468849,10.607824
Soiano del Lago,soiano del lago,Lombardia,Brescia,BS,45.527784,10.512675
Sonico,sonico,Lombardia,Brescia,BS,46.165499,10.35286
Sulzano,sulzano,Lombardia,Brescia,BS,45.690385,10.100963
Tavernole sul Mella,tavernole sul mella,Lombardia,Brescia,BS,45.746987,10.240565
Temù,temu,Lombardia,Brescia,BS,46.249214,10.46805
Tignale,tignale,Lombardia,Brescia,BS,45.739781,10.721765
Torbole Casaglia,torbole casaglia,Lombardia,Brescia,BS,45.50531,10.102464
Toscolano-Maderno,toscolano-maderno,Lombardia,Brescia,BS,45.63453,10.609521
Travagliato,travagliato,Lombardia,Brescia,BS,45.523906,10.079783
Tremosine sul Garda,tremosine sul garda,Lombardia,Brescia,BS,45.771079,10.760773
Trenzano,trenzano,Lombardia,Brescia,BS,45.477279,10.010665
Treviso Bresciano,treviso bresciano,Lombardia,Brescia,BS,45.713126,10.463664
Urago d'Oglio,urago d'oglio,Lombardia,Brescia,BS,45.515978,9.869661
Vallio Terme,vallio terme,Lombardia,Brescia,BS,45.610193,10.390175
Valvestino,valvestino,Lombardia,Brescia,BS,45.762092,10.594646
Verolanuova,verolanuova,Lombardia,Brescia,BS,45.328581,10.076086
Verolavecchia,verolavecchia,Lombardia,Brescia,BS,45.327012,10.057256
Vestone,vestone,Lombardia,Brescia,BS,45.710641,10.403471
Vezza d'Oglio,vezza d'oglio,Lombardia,Brescia,BS,46.240213,10.399732
Villa Carcina,villa carcina,Lombardia,Brescia,BS,45.632214,10.194442
Villachiara,villachiara,Lombardia,Brescia,BS,45.355375,9.930966
Villanuova sul Clisi,villanuova sul clisi,Lombardia,Brescia,BS,45.60168,10.453872
Vione,vione,Lombardia,Brescia,BS,46.248402,10.447161
Visano,visano,Lombardia,Brescia,BS,45.318378,10.372376
Vobarno,vobarno,Lombardia,Brescia,BS,45.643643,10.499454
Zone,zone,Lombardia,Brescia,BS,45.763445,10.115882
Piancogno,piancogno,Lombardia,Brescia,BS,45.919692,10.225262
Alagna,alagna,Lombardia,Pavia,PV,45.169861,8.889846
Albaredo Arnaboldi,albaredo arnaboldi,Lombardia,Pavia,PV,45.115325,9.247959
Albonese,albonese,Lombardia,Pavia,PV,45.294438,8.706322
Albuzzano,albuzzano,Lombardia,Pavia,PV,45.186626,9.27504
Arena Po,arena po,Lombardia,Pavia,PV,45.096606,9.362846
Badia Pavese,badia pavese,Lombardia,Pavia,PV,45.120328,9.468797
Bagnaria,bagnaria,Lombardia,Pavia,PV,44.827262,9.122605
Barbianello,barbianello,Lombardia,Pavia,PV,45.076662,9.205155
Bascapè,bascape,Lombardia,Pavia,PV,45.308268,9.313453
Bastida Pancarana,bastida pancarana,Lombardia,Pavia,PV,45.086061,9.085152
Battuda,battuda,Lombardia,Pavia,PV,45.274665,9.078048
Belgioioso,belgioioso,Lombardia,Pavia,PV,45.158565,9.313756
Bereguardo,bereguardo,Lombardia,Pavia,PV,45.257378,9.027957
Borgarello,borgarello,Lombardia,Pavia,PV,45.240665,9.14055
Borgo Priolo,borgo priolo,Lombardia,Pavia,PV,44.966449,9.148504
Borgoratto Mormorolo,borgoratto mormorolo,Lombardia,Pavia,PV,44.930658,9.193257
Borgo San Siro,borgo san siro,Lombardia,Pavia,PV,45.234969,8.913361
Bornasco,bornasco,Lombardia,Pavia,PV,45.266566,9.217951
Bosnasco,bosnasco,Lombardia,Pavia,PV,45.064363,9.358477
Brallo di Pregola,brallo di pregola,Lombardia,Pavia,PV,44.738186,9.28137
Breme,breme,Lombardia,Pavia,PV,45.126922,8.623567
Bressana Bottarone,bressana bottarone,Lombardia,Pavia,PV,45.083601,9.122253
Broni,broni,Lombardia,Pavia,PV,45.062162,9.261191
Calvignano,calvignano,Lombardia,Pavia,PV,44.982744,9.168163
Campospinoso,campospinoso,Lombardia,Pavia,PV,45.094424,9.244955
Candia Lomellina,candia lomellina,Lombardia,Pavia,PV,45.178758,8.59484
Canneto Pavese,canneto pavese,Lombardia,Pavia,PV,45.050462,9.278757
Carbonara al Ticino,carbonara al ticino,Lombardia,Pavia,PV,45.165422,9.061957
Casanova Lonati,casanova lonati,Lombardia,Pavia,PV,45.094464,9.213452
Casatisma,casatisma,Lombardia,Pavia,PV,45.04906,9.131954
Casei Gerola,casei gerola,Lombardia,Pavia,PV,45.006146,8.926989
Casorate Primo,casorate primo,Lombardia,Pavia,PV,45.312366,9.016846
Cassolnovo,cassolnovo,Lombardia,Pavia,PV,45.36556,8.810088
Castana,castana,Lombardia,Pavia,PV,45.026761,9.272457
Casteggio,casteggio,Lombardia,Pavia,PV,45.014114,9.123578
Castelletto di Branduzzo,castelletto di branduzzo,Lombardia,Pavia,PV,45.071839,9.090044
Castello d'Agogna,castello d'agogna,Lombardia,Pavia,PV,45.234561,8.68714
Castelnovetto,castelnovetto,Lombardia,Pavia,PV,45.25476,8.611838
Cava Manara,cava manara,Lombardia,Pavia,PV,45.140173,9.10686
Cecima,cecima,Lombardia,Pavia,PV,44.850969,9.080238
Ceranova,ceranova,Lombardia,Pavia,PV,45.260266,9.243152
Ceretto Lomellina,ceretto lomellina,Lombardia,Pavia,PV,45.244961,8.67244
Cergnago,cergnago,Lombardia,Pavia,PV,45.198201,8.772843
Certosa di Pavia,certosa di pavia,Lombardia,Pavia,PV,45.257015,9.148114
Cervesina,cervesina,Lombardia,Pavia,PV,45.061259,9.016151
Chignolo Po,chignolo po,Lombardia,Pavia,PV,45.148166,9.481559
Cigognola,cigognola,Lombardia,Pavia,PV,45.032761,9.244856
Cilavegna,cilavegna,Lombardia,Pavia,PV,45.309752,8.743348
Codevilla,codevilla,Lombardia,Pavia,PV,44.963288,9.057385
Confienza,confienza,Lombardia,Pavia,PV,45.332162,8.556336
Copiano,copiano,Lombardia,Pavia,PV,45.196266,9.322455
Corana,corana,Lombardia,Pavia,PV,45.061659,8.96835
Corvino San Quirico,corvino san quirico,Lombardia,Pavia,PV,45.010186,9.162397
Costa de' Nobili,costa de' nobili,Lombardia,Pavia,PV,45.132054,9.378904
Cozzo,cozzo,Lombardia,Pavia,PV,45.192659,8.61104
Cura Carpignano,cura carpignano,Lombardia,Pavia,PV,45.212072,9.255463
Dorno,dorno,Lombardia,Pavia,PV,45.155085,8.951882
Ferrera Erbognone,ferrera erbognone,Lombardia,Pavia,PV,45.115059,8.864347
Filighera,filighera,Lombardia,Pavia,PV,45.177065,9.315955
Fortunago,fortunago,Lombardia,Pavia,PV,44.921176,9.183875
Frascarolo,frascarolo,Lombardia,Pavia,PV,45.046656,8.682044
Galliavola,galliavola,Lombardia,Pavia,PV,45.097559,8.818846
Gambarana,gambarana,Lombardia,Pavia,PV,45.028959,8.762538
Gambolò,gambolo,Lombardia,Pavia,PV,45.25903,8.85906
Garlasco,garlasco,Lombardia,Pavia,PV,45.197362,8.923746
Gerenzago,gerenzago,Lombardia,Pavia,PV,45.206566,9.359656
Giussago,giussago,Lombardia,Pavia,PV,45.284766,9.140749
Godiasco Salice Terme,godiasco salice terme,Lombardia,Pavia,PV,44.890183,9.065673
Golferenzo,golferenzo,Lombardia,Pavia,PV,44.962021,9.306952
Gravellona Lomellina,gravellona lomellina,Lombardia,Pavia,PV,45.327664,8.76414
Gropello Cairoli,gropello cairoli,Lombardia,Pavia,PV,45.178609,8.994031
Inverno e Monteleone,inverno e monteleone,Lombardia,Pavia,PV,45.197866,9.385256
Landriano,landriano,Lombardia,Pavia,PV,45.311968,9.260052
Langosco,langosco,Lombardia,Pavia,PV,45.214367,8.56373
Lardirago,lardirago,Lombardia,Pavia,PV,45.235341,9.233213
Linarolo,linarolo,Lombardia,Pavia,PV,45.160981,9.27091
Lirio,lirio,Lombardia,Pavia,PV,44.993982,9.255568
Lomello,lomello,Lombardia,Pavia,PV,45.121059,8.796245
Lungavilla,lungavilla,Lombardia,Pavia,PV,45.04066,9.081353
Magherno,magherno,Lombardia,Pavia,PV,45.223566,9.329355
Marcignago,marcignago,Lombardia,Pavia,PV,45.253065,9.079349
Marzano,marzano,Lombardia,Pavia,PV,45.247967,9.295054
Mede,mede,Lombardia,Pavia,PV,45.097858,8.735944
Menconico,menconico,Lombardia,Pavia,PV,44.796364,9.27928
Mezzana Bigli,mezzana bigli,Lombardia,Pavia,PV,45.059858,8.848447
Mezzana Rabattone,mezzana rabattone,Lombardia,Pavia,PV,45.094863,9.031254
Mezzanino,mezzanino,Lombardia,Pavia,PV,45.124654,9.205338
Miradolo Terme,miradolo terme,Lombardia,Pavia,PV,45.171966,9.445558
Montalto Pavese,montalto pavese,Lombardia,Pavia,PV,44.979273,9.209761
Montebello della Battaglia,montebello della battaglia,Lombardia,Pavia,PV,45.000959,9.103454
Montecalvo Versiggia,montecalvo versiggia,Lombardia,Pavia,PV,44.971268,9.285541
Montescano,montescano,Lombardia,Pavia,PV,45.032644,9.296167
Montesegale,montesegale,Lombardia,Pavia,PV,44.906251,9.127073
Monticelli Pavese,monticelli pavese,Lombardia,Pavia,PV,45.110731,9.515049
Montù Beccaria,montu beccaria,Lombardia,Pavia,PV,45.036946,9.315538
Mornico Losana,mornico losana,Lombardia,Pavia,PV,45.010331,9.205113
Mortara,mortara,Lombardia,Pavia,PV,45.247922,8.736385
Nicorvo,nicorvo,Lombardia,Pavia,PV,45.285662,8.667939
Olevano di Lomellina,olevano di lomellina,Lombardia,Pavia,PV,45.21296,8.717269
Oliva Gessi,oliva gessi,Lombardia,Pavia,PV,45.00356,9.179355
Ottobiano,ottobiano,Lombardia,Pavia,PV,45.152816,8.829209
Palestro,palestro,Lombardia,Pavia,PV,45.301761,8.533436
Pancarana,pancarana,Lombardia,Pavia,PV,45.074928,9.05079
Parona,parona,Lombardia,Pavia,PV,45.282602,8.750845
Pavia,pavia,Lombardia,Pavia,PV,45.036855,9.137825
Pietra de' Giorgi,pietra de' giorgi,Lombardia,Pavia,PV,45.020704,9.230576
Pieve Albignola,pieve albignola,Lombardia,Pavia,PV,45.113111,8.9588
Pieve del Cairo,pieve del cairo,Lombardia,Pavia,PV,45.049957,8.804146
Pieve Porto Morone,pieve porto morone,Lombardia,Pavia,PV,45.109364,9.435759
Pinarolo Po,pinarolo po,Lombardia,Pavia,PV,45.069861,9.167254
Pizzale,pizzale,Lombardia,Pavia,PV,45.036505,9.048212
Ponte Nizza,ponte nizza,Lombardia,Pavia,PV,44.851548,9.097243
Portalbera,portalbera,Lombardia,Pavia,PV,45.097563,9.318857
Rea,rea,Lombardia,Pavia,PV,45.113365,9.154658
Redavalle,redavalle,Lombardia,Pavia,PV,45.037446,9.203918
Retorbido,retorbido,Lombardia,Pavia,PV,44.9493,9.036174
Rivanazzano Terme,rivanazzano terme,Lombardia,Pavia,PV,44.930767,9.014159
Robbio,robbio,Lombardia,Pavia,PV,45.289971,8.593278
Robecco Pavese,robecco pavese,Lombardia,Pavia,PV,45.048364,9.15016
Rocca de' Giorgi,rocca de' giorgi,Lombardia,Pavia,PV,44.951562,9.253644
Rocca Susella,rocca susella,Lombardia,Pavia,PV,44.919153,9.094131
Rognano,rognano,Lombardia,Pavia,PV,45.288466,9.090248
Romagnese,romagnese,Lombardia,Pavia,PV,44.83948,9.330068
Roncaro,roncaro,Lombardia,Pavia,PV,45.228166,9.275453
Rosasco,rosasco,Lombardia,Pavia,PV,45.25106,8.578938
Rovescala,rovescala,Lombardia,Pavia,PV,45.011421,9.348753
San Cipriano Po,san cipriano po,Lombardia,Pavia,PV,45.108679,9.282905
San Damiano al Colle,san damiano al colle,Lombardia,Pavia,PV,45.024862,9.346559
San Genesio ed Uniti,san genesio ed uniti,Lombardia,Pavia,PV,45.234765,9.178551
San Giorgio di Lomellina,san giorgio di lomellina,Lombardia,Pavia,PV,45.174413,8.790098
San Martino Siccomario,san martino siccomario,Lombardia,Pavia,PV,45.160963,9.135952
Sannazzaro de' Burgondi,sannazzaro de' burgondi,Lombardia,Pavia,PV,45.102259,8.906348
Santa Cristina e Bissone,santa cristina e bissone,Lombardia,Pavia,PV,45.154392,9.418996
Santa Giuletta,santa giuletta,Lombardia,Pavia,PV,45.033836,9.181503
Sant'Alessio con Vialone,sant'alessio con vialone,Lombardia,Pavia,PV,45.224687,9.229855
Santa Margherita di Staffora,santa margherita di staffora,Lombardia,Pavia,PV,44.76484,9.254617
Santa Maria della Versa,santa maria della versa,Lombardia,Pavia,PV,44.986177,9.300198
Sant'Angelo Lomellina,sant'angelo lomellina,Lombardia,Pavia,PV,45.247061,8.644439
San Zenone al Po,san zenone al po,Lombardia,Pavia,PV,45.108564,9.361758
Sartirana Lomellina,sartirana lomellina,Lombardia,Pavia,PV,45.113845,8.664244
Scaldasole,scaldasole,Lombardia,Pavia,PV,45.124984,8.909653
Semiana,semiana,Lombardia,Pavia,PV,45.137475,8.729267
Silvano Pietra,silvano pietra,Lombardia,Pavia,PV,45.04037,8.947606
Siziano,siziano,Lombardia,Pavia,PV,45.314367,9.20315
Sommo,sommo,Lombardia,Pavia,PV,45.13065,9.083384
Spessa,spessa,Lombardia,Pavia,PV,45.112728,9.34943
Stradella,stradella,Lombardia,Pavia,PV,45.077356,9.295017
Suardi,suardi,Lombardia,Pavia,PV,45.034656,8.742945
Torrazza Coste,torrazza coste,Lombardia,Pavia,PV,44.975948,9.087823
Torre Beretti e Castellaro,torre beretti e castellaro,Lombardia,Pavia,PV,45.075614,8.690528
Torre d'Arese,torre d'arese,Lombardia,Pavia,PV,45.242767,9.317354
Torre de' Negri,torre de' negri,Lombardia,Pavia,PV,45.149665,9.334556
Torre d'Isola,torre d'isola,Lombardia,Pavia,PV,45.217464,9.076149
Torrevecchia Pia,torrevecchia pia,Lombardia,Pavia,PV,45.283242,9.29665
Torricella Verzate,torricella verzate,Lombardia,Pavia,PV,45.017926,9.175582
Travacò Siccomario,travaco siccomario,Lombardia,Pavia,PV,45.149067,9.159647
Trivolzio,trivolzio,Lombardia,Pavia,PV,45.258464,9.042748
Tromello,tromello,Lombardia,Pavia,PV,45.20913,8.871731
Trovo,trovo,Lombardia,Pavia,PV,45.282965,9.035447
Val di Nizza,val di nizza,Lombardia,Pavia,PV,44.870977,9.175823
Valeggio,valeggio,Lombardia,Pavia,PV,45.15066,8.859946
Valle Lomellina,valle lomellina,Lombardia,Pavia,PV,45.153058,8.668542
Valle Salimbene,valle salimbene,Lombardia,Pavia,PV,45.171612,9.234493
Varzi,varzi,Lombardia,Pavia,PV,44.82354,9.196904
Velezzo Lomellina,velezzo lomellina,Lombardia,Pavia,PV,45.163359,8.737243
Vellezzo Bellini,vellezzo bellini,Lombardia,Pavia,PV,45.270665,9.099249
Verretto,verretto,Lombardia,Pavia,PV,45.039234,9.108476
Verrua Po,verrua po,Lombardia,Pavia,PV,45.109649,9.17556
Vidigulfo,vidigulfo,Lombardia,Pavia,PV,45.292267,9.236651
Vigevano,vigevano,Lombardia,Pavia,PV,45.317094,8.858603
Villa Biscossi,villa biscossi,Lombardia,Pavia,PV,45.090658,8.787145
Villanova d'Ardenghi,villanova d'ardenghi,Lombardia,Pavia,PV,45.171662,9.042349
Villanterio,villanterio,Lombardia,Pavia,PV,45.219467,9.364356
Vistarino,vistarino,Lombardia,Pavia,PV,45.210766,9.308254
Voghera,voghera,Lombardia,Pavia,PV,44.99284,9.008593
Volpara,volpara,Lombardia,Pavia,PV,44.953036,9.297097
Zavattarello,zavattarello,Lombardia,Pavia,PV,44.868476,9.26523
Zeccone,zeccone,Lombardia,Pavia,PV,45.257869,9.201144
Zeme,zeme,Lombardia,Pavia,PV,45.197302,8.66592
Zenevredo,zenevredo,Lombardia,Pavia,PV,45.054262,9.325658
Zerbo,zerbo,Lombardia,Pavia,PV,45.110464,9.396058
Zerbolò,zerbolo,Lombardia,Pavia,PV,45.207166,9.012955
Zinasco,zinasco,Lombardia,Pavia,PV,45.112799,9.003176
Cornale e Bastida,cornale e bastida,Lombardia,Pavia,PV,45.045405,8.912614
Corteolona e Genzone,corteolona e genzone,Lombardia,Pavia,PV,45.166777,9.364813
Colli Verdi,colli verdi,Lombardia,Pavia,PV,44.916917,9.24869
Acquanegra Cremonese,acquanegra cremonese,Lombardia,Cremona,CR,45.168436,9.890147
Agnadello,agnadello,Lombardia,Cremona,CR,45.444374,9.557056
Annicco,annicco,Lombardia,Cremona,CR,45.244572,9.879466
Azzanello,azzanello,Lombardia,Cremona,CR,45.312869,9.921597
Bagnolo Cremasco,bagnolo cremasco,Lombardia,Cremona,CR,45.361172,9.612958
Bonemerse,bonemerse,Lombardia,Cremona,CR,45.11367,10.077473
Bordolano,bordolano,Lombardia,Cremona,CR,45.293985,9.98671
Calvatone,calvatone,Lombardia,Cremona,CR,45.128574,10.441281
Camisano,camisano,Lombardia,Cremona,CR,45.443275,9.74576
Campagnola Cremasca,campagnola cremasca,Lombardia,Cremona,CR,45.398474,9.669459
Capergnanica,capergnanica,Lombardia,Cremona,CR,45.337572,9.64336
Cappella Cantone,cappella cantone,Lombardia,Cremona,CR,45.246858,9.838366
Cappella de' Picenardi,cappella de' picenardi,Lombardia,Cremona,CR,45.158573,10.229976
Capralba,capralba,Lombardia,Cremona,CR,45.444075,9.643258
Casalbuttano ed Uniti,casalbuttano ed uniti,Lombardia,Cremona,CR,45.245645,9.973919
Casale Cremasco-Vidolasco,casale cremasco-vidolasco,Lombardia,Cremona,CR,45.436968,9.720895
Casaletto Ceredano,casaletto ceredano,Lombardia,Cremona,CR,45.318071,9.617559
Casaletto di Sopra,casaletto di sopra,Lombardia,Cremona,CR,45.419175,9.782561
Casaletto Vaprio,casaletto vaprio,Lombardia,Cremona,CR,45.408174,9.628758
Casalmaggiore,casalmaggiore,Lombardia,Cremona,CR,44.986386,10.41535
Casalmorano,casalmorano,Lombardia,Cremona,CR,45.286373,9.899666
Casteldidone,casteldidone,Lombardia,Cremona,CR,45.069472,10.406281
Castel Gabbiano,castel gabbiano,Lombardia,Cremona,CR,45.468276,9.716459
Castelleone,castelleone,Lombardia,Cremona,CR,45.293813,9.764302
Castelverde,castelverde,Lombardia,Cremona,CR,45.188771,9.99557
Castelvisconti,castelvisconti,Lombardia,Cremona,CR,45.305374,9.941067
Cella Dati,cella dati,Lombardia,Cremona,CR,45.095271,10.221477
Chieve,chieve,Lombardia,Cremona,CR,45.340472,9.616459
Cicognolo,cicognolo,Lombardia,Cremona,CR,45.164573,10.194575
Cingia de' Botti,cingia de' botti,Lombardia,Cremona,CR,45.085071,10.275478
Corte de' Cortesi con Cignone,corte de' cortesi con cignone,Lombardia,Cremona,CR,45.267444,10.003095
Corte de' Frati,corte de' frati,Lombardia,Cremona,CR,45.220029,10.096684
Credera Rubbiano,credera rubbiano,Lombardia,Cremona,CR,45.296063,9.650529
Crema,crema,Lombardia,Cremona,CR,45.362828,9.687457
Cremona,cremona,Lombardia,Cremona,CR,45.220864,10.037038
Cremosano,cremosano,Lombardia,Cremona,CR,45.394917,9.639553
Crotta d'Adda,crotta d'adda,Lombardia,Cremona,CR,45.158491,9.854158
Cumignano sul Naviglio,cumignano sul naviglio,Lombardia,Cremona,CR,45.355503,9.835562
Derovere,derovere,Lombardia,Cremona,CR,45.109972,10.247977
Dovera,dovera,Lombardia,Cremona,CR,45.365153,9.541688
Fiesco,fiesco,Lombardia,Cremona,CR,45.336361,9.77761
Formigara,formigara,Lombardia,Cremona,CR,45.223221,9.771767
Gabbioneta-Binanuova,gabbioneta-binanuova,Lombardia,Cremona,CR,45.218437,10.207747
Gadesco-Pieve Delmona,gadesco-pieve delmona,Lombardia,Cremona,CR,45.167703,10.114948
Genivolta,genivolta,Lombardia,Cremona,CR,45.332574,9.877265
Gerre de' Caprioli,gerre de' caprioli,Lombardia,Cremona,CR,45.090209,10.051407
Gombito,gombito,Lombardia,Cremona,CR,45.261556,9728.0
Grontardo,grontardo,Lombardia,Cremona,CR,45.201873,10.150773
Grumello Cremonese ed Uniti,grumello cremonese ed uniti,Lombardia,Cremona,CR,45.20073,9.866095
Gussola,gussola,Lombardia,Cremona,CR,45.011263,10.350137
Isola Dovarese,isola dovarese,Lombardia,Cremona,CR,45.176269,10.312957
Izano,izano,Lombardia,Cremona,CR,45.355385,9.750043
Madignano,madignano,Lombardia,Cremona,CR,45.3443,9.726703
Malagnino,malagnino,Lombardia,Cremona,CR,45.134771,10.114774
Martignana di Po,martignana di po,Lombardia,Cremona,CR,45.011112,10.379751
Monte Cremasco,monte cremasco,Lombardia,Cremona,CR,45.373482,9.572766
Montodine,montodine,Lombardia,Cremona,CR,45.285171,9.707262
Moscazzano,moscazzano,Lombardia,Cremona,CR,45.292271,9.683461
Motta Baluffi,motta baluffi,Lombardia,Cremona,CR,45.055097,10.259247
Offanengo,offanengo,Lombardia,Cremona,CR,45.378874,9.742361
Olmeneta,olmeneta,Lombardia,Cremona,CR,45.235873,10.02227
Ostiano,ostiano,Lombardia,Cremona,CR,45.220775,10.252075
Paderno Ponchielli,paderno ponchielli,Lombardia,Cremona,CR,45.238872,9.930268
Palazzo Pignano,palazzo pignano,Lombardia,Cremona,CR,45.390073,9.569557
Pandino,pandino,Lombardia,Cremona,CR,45.407073,9.553456
Persico Dosimo,persico dosimo,Lombardia,Cremona,CR,45.181365,10.076639
Pescarolo ed Uniti,pescarolo ed uniti,Lombardia,Cremona,CR,45.195148,10.187717
