comune,comune_normalized,regione,provincia,sigla_prov,lat,lon
Villata,villata,Piemonte,Vercelli,VC,45.387762,8.432632
Vocca,vocca,Piemonte,Vercelli,VC,45.832585,8.194602
Alto Sermenza,alto sermenza,Piemonte,Vercelli,VC,45.872658,8.038157
Cellio con Breia,cellio con breia,Piemonte,Vercelli,VC,45.760606,8.309276
Agrate Conturbia,agrate conturbia,Piemonte,Novara,NO,45.675837,8.559812
Ameno,ameno,Piemonte,Novara,NO,45.788656,8.441311
Armeno,armeno,Piemonte,Novara,NO,45.822457,8.439199
Arona,arona,Piemonte,Novara,NO,45.759837,8.560408
Barengo,barengo,Piemonte,Novara,NO,45.57545,8.51395
Bellinzago Novarese,bellinzago novarese,Piemonte,Novara,NO,45.568768,8.643233
Biandrate,biandrate,Piemonte,Novara,NO,45.452664,8.462432
Boca,boca,Piemonte,Novara,NO,45.678969,8.408726
Bogogno,bogogno,Piemonte,Novara,NO,45.667273,8.534066
Bolzano Novarese,bolzano novarese,Piemonte,Novara,NO,45.762786,8.445175
Borgolavezzaro,borgolavezzaro,Piemonte,Novara,NO,45.319663,8.699539
Borgomanero,borgomanero,Piemonte,Novara,NO,45.698911,8.462367
Borgo Ticino,borgo ticino,Piemonte,Novara,NO,45.689268,8.60183
Briga Novarese,briga novarese,Piemonte,Novara,NO,45.731871,8.456726
Briona,briona,Piemonte,Novara,NO,45.542466,8.47973
Caltignaga,caltignaga,Piemonte,Novara,NO,45.516976,8.587782
Cameri,cameri,Piemonte,Novara,NO,45.499674,8.660451
Carpignano Sesia,carpignano sesia,Piemonte,Novara,NO,45.534635,8.418519
Casalbeltrame,casalbeltrame,Piemonte,Novara,NO,45.438064,8.466532
Casaleggio Novara,casaleggio novara,Piemonte,Novara,NO,45.488765,8.491931
Casalino,casalino,Piemonte,Novara,NO,45.102415,8.248872
Casalvolone,casalvolone,Piemonte,Novara,NO,45.400198,8.463421
Castellazzo Novarese,castellazzo novarese,Piemonte,Novara,NO,45.513366,8.486931
Castelletto sopra Ticino,castelletto sopra ticino,Piemonte,Novara,NO,45.712169,8.642977
Cavaglietto,cavaglietto,Piemonte,Novara,NO,45.602168,8.50213
Cavaglio d'Agogna,cavaglio d'agogna,Piemonte,Novara,NO,45.613168,8.486129
Cavallirio,cavallirio,Piemonte,Novara,NO,45.663368,8.394526
Cerano,cerano,Piemonte,Novara,NO,45.410966,8.780039
Colazza,colazza,Piemonte,Novara,NO,45.792573,8.500326
Comignago,comignago,Piemonte,Novara,NO,45.714871,8.564029
Cressa,cressa,Piemonte,Novara,NO,45.647072,8.50815
Cureggio,cureggio,Piemonte,Novara,NO,45.674869,8.459727
Divignano,divignano,Piemonte,Novara,NO,45.66237,8.601631
Dormelletto,dormelletto,Piemonte,Novara,NO,45.736272,8.566628
Fara Novarese,fara novarese,Piemonte,Novara,NO,45.555159,8.458941
Fontaneto d'Agogna,fontaneto d'agogna,Piemonte,Novara,NO,45.643469,8.480828
Galliate,galliate,Piemonte,Novara,NO,45.478267,8.696903
Garbagna Novarese,garbagna novarese,Piemonte,Novara,NO,45.388764,8.661237
Gargallo,gargallo,Piemonte,Novara,NO,45.72877,8.425325
Ghemme,ghemme,Piemonte,Novara,NO,45.598346,8.420904
Gozzano,gozzano,Piemonte,Novara,NO,45.746457,8.436067
Granozzo con Monticello,granozzo con monticello,Piemonte,Novara,NO,45.371139,8.587767
Grignasco,grignasco,Piemonte,Novara,NO,45.684099,8.337853
Invorio,invorio,Piemonte,Novara,NO,45.756972,8.488326
Landiona,landiona,Piemonte,Novara,NO,45.496357,8.42308
Lesa,lesa,Piemonte,Novara,NO,45.829644,8.564857
Maggiora,maggiora,Piemonte,Novara,NO,45.689369,8.422326
Mandello Vitta,mandello vitta,Piemonte,Novara,NO,45.495665,8.459831
Marano Ticino,marano ticino,Piemonte,Novara,NO,45.62987,8.631632
Massino Visconti,massino visconti,Piemonte,Novara,NO,45.824206,8.540942
Meina,meina,Piemonte,Novara,NO,45.788773,8.538827
Mezzomerico,mezzomerico,Piemonte,Novara,NO,45.618687,8.605518
Miasino,miasino,Piemonte,Novara,NO,45.801972,8.429724
Momo,momo,Piemonte,Novara,NO,45.574889,8.556139
Nebbiuno,nebbiuno,Piemonte,Novara,NO,45.803573,8.527126
Nibbiola,nibbiola,Piemonte,Novara,NO,45.371483,8.654978
Novara,novara,Piemonte,Novara,NO,45.58425,8.545997
Oleggio,oleggio,Piemonte,Novara,NO,45.597231,8.637068
Oleggio Castello,oleggio castello,Piemonte,Novara,NO,45.748872,8.527127
Orta San Giulio,orta san giulio,Piemonte,Novara,NO,45.798081,8.406951
Paruzzaro,paruzzaro,Piemonte,Novara,NO,45.750241,8.517599
Pella,pella,Piemonte,Novara,NO,45.801625,8.384779
Pettenasco,pettenasco,Piemonte,Novara,NO,45.816693,8.406617
Pisano,pisano,Piemonte,Novara,NO,45.792298,8.508975
Pogno,pogno,Piemonte,Novara,NO,45.759039,8.383426
Pombia,pombia,Piemonte,Novara,NO,45.65083,8.632293
Prato Sesia,prato sesia,Piemonte,Novara,NO,45.646849,8.372939
Recetto,recetto,Piemonte,Novara,NO,45.460364,8.435731
Romagnano Sesia,romagnano sesia,Piemonte,Novara,NO,45.631067,8.388627
Romentino,romentino,Piemonte,Novara,NO,45.462553,8.720777
San Maurizio d'Opaglio,san maurizio d'opaglio,Piemonte,Novara,NO,45.773453,8.390395
San Nazzaro Sesia,san nazzaro sesia,Piemonte,Novara,NO,45.438273,8.424073
San Pietro Mosezzo,san pietro mosezzo,Piemonte,Novara,NO,45.455881,8.54419
Sillavengo,sillavengo,Piemonte,Novara,NO,45.520665,8.44103
Sizzano,sizzano,Piemonte,Novara,NO,45.577467,8.437329
Soriso,soriso,Piemonte,Novara,NO,45.741737,8.409703
Sozzago,sozzago,Piemonte,Novara,NO,45.398565,8.720338
Suno,suno,Piemonte,Novara,NO,45.633369,8.54283
Terdobbiate,terdobbiate,Piemonte,Novara,NO,45.376564,8.695238
Tornaco,tornaco,Piemonte,Novara,NO,45.357564,8.715939
Trecate,trecate,Piemonte,Novara,NO,45.431965,8.735293
Vaprio d'Agogna,vaprio d'agogna,Piemonte,Novara,NO,45.603513,8.553431
Varallo Pombia,varallo pombia,Piemonte,Novara,NO,45.665904,8.632693
Vespolate,vespolate,Piemonte,Novara,NO,45.350871,8.668921
Vicolungo,vicolungo,Piemonte,Novara,NO,45.477564,8.462731
Vinzaglio,vinzaglio,Piemonte,Novara,NO,45.322961,8.519135
Gattico-Veruno,gattico-veruno,Piemonte,Novara,NO,45.702046,8.52983
Acceglio,acceglio,Piemonte,Cuneo,CN,44.474627,6.990918
Aisone,aisone,Piemonte,Cuneo,CN,44.313925,7.219626
Alba,alba,Piemonte,Cuneo,CN,44.700724,8.035779
Albaretto della Torre,albaretto della torre,Piemonte,Cuneo,CN,44.595911,8.064064
Alto,alto,Piemonte,Cuneo,CN,44.108946,8.003074
Argentera,argentera,Piemonte,Cuneo,CN,44.374629,6.954209
Arguello,arguello,Piemonte,Cuneo,CN,44.58274,8.11084
Bagnasco,bagnasco,Piemonte,Cuneo,CN,44.301333,8.043144
Bagnolo Piemonte,bagnolo piemonte,Piemonte,Cuneo,CN,44.760336,7.31392
Baldissero d'Alba,baldissero d'alba,Piemonte,Cuneo,CN,44.759519,7.914349
Barbaresco,barbaresco,Piemonte,Cuneo,CN,44.725447,8.080696
Barge,barge,Piemonte,Cuneo,CN,44.727536,7.321021
Barolo,barolo,Piemonte,Cuneo,CN,44.610841,7.942845
Bastia Mondovì,bastia mondovi,Piemonte,Cuneo,CN,44.441935,7.894438
Battifollo,battifollo,Piemonte,Cuneo,CN,44.319833,8.010943
Beinette,beinette,Piemonte,Cuneo,CN,44.364835,7.646733
Bellino,bellino,Piemonte,Cuneo,CN,44.582338,6.990826
Belvedere Langhe,belvedere langhe,Piemonte,Cuneo,CN,44.493036,7.974639
Bene Vagienna,bene vagienna,Piemonte,Cuneo,CN,44.543336,7.828335
Benevello,benevello,Piemonte,Cuneo,CN,44.629841,8.104139
Bergolo,bergolo,Piemonte,Cuneo,CN,44.54784,8.183142
Bernezzo,bernezzo,Piemonte,Cuneo,CN,44.385329,7.436329
Bonvicino,bonvicino,Piemonte,Cuneo,CN,44.503537,8.01754
Borgomale,borgomale,Piemonte,Cuneo,CN,44.620341,8.13224
Borgo San Dalmazzo,borgo san dalmazzo,Piemonte,Cuneo,CN,44.328652,7.487456
Bosia,bosia,Piemonte,Cuneo,CN,44.602359,8.147252
Bossolasco,bossolasco,Piemonte,Cuneo,CN,44.529338,8.05094
Boves,boves,Piemonte,Cuneo,CN,44.329626,7.551894
Bra,bra,Piemonte,Cuneo,CN,44.697678,7.854271
Briaglia,briaglia,Piemonte,Cuneo,CN,44.395676,7.876004
Briga Alta,briga alta,Piemonte,Cuneo,CN,44.14893,7.73051
Brondello,brondello,Piemonte,Cuneo,CN,44.600734,7.405925
Brossasco,brossasco,Piemonte,Cuneo,CN,44.569837,7.361615
Busca,busca,Piemonte,Cuneo,CN,44.518132,7.474328
Camerana,camerana,Piemonte,Cuneo,CN,44.424036,8.141444
Canale,canale,Piemonte,Cuneo,CN,44.798544,7.997334
Canosio,canosio,Piemonte,Cuneo,CN,44.455827,7.082721
Caprauna,caprauna,Piemonte,Cuneo,CN,44.118902,7.950257
Caraglio,caraglio,Piemonte,Cuneo,CN,44.416989,7.43259
Caramagna Piemonte,caramagna piemonte,Piemonte,Cuneo,CN,44.782241,7.739429
Cardè,carde,Piemonte,Cuneo,CN,44.744438,7.477624
Carrù,carru,Piemonte,Cuneo,CN,44.481035,7.874437
Cartignano,cartignano,Piemonte,Cuneo,CN,44.477654,7.287771
Casalgrasso,casalgrasso,Piemonte,Cuneo,CN,44.819641,7.624625
Castagnito,castagnito,Piemonte,Cuneo,CN,44.755443,8.031335
Casteldelfino,casteldelfino,Piemonte,Cuneo,CN,44.589638,7.07032
Castelletto Stura,castelletto stura,Piemonte,Cuneo,CN,44.441789,7.638649
Castelletto Uzzone,castelletto uzzone,Piemonte,Cuneo,CN,44.494338,8.186743
Castellinaldo d'Alba,castellinaldo d'alba,Piemonte,Cuneo,CN,44.774951,8.029984
Castellino Tanaro,castellino tanaro,Piemonte,Cuneo,CN,44.427835,7.98124
Castelmagno,castelmagno,Piemonte,Cuneo,CN,44.409323,7.207187
Castelnuovo di Ceva,castelnuovo di ceva,Piemonte,Cuneo,CN,44.353635,8.128945
Castiglione Falletto,castiglione falletto,Piemonte,Cuneo,CN,44.623699,7.977453
Castiglione Tinella,castiglione tinella,Piemonte,Cuneo,CN,44.725344,8.190139
Castino,castino,Piemonte,Cuneo,CN,44.617841,8.182441
Cavallerleone,cavallerleone,Piemonte,Cuneo,CN,44.740139,7.663928
Cavallermaggiore,cavallermaggiore,Piemonte,Cuneo,CN,44.709839,7.686329
Celle di Macra,celle di macra,Piemonte,Cuneo,CN,44.482936,7.179706
Centallo,centallo,Piemonte,Cuneo,CN,44.501533,7.58783
Ceresole Alba,ceresole alba,Piemonte,Cuneo,CN,44.799742,7.82243
Cerretto Langhe,cerretto langhe,Piemonte,Cuneo,CN,44.574839,8.09794
Cervasca,cervasca,Piemonte,Cuneo,CN,44.380929,7.47123
Cervere,cervere,Piemonte,Cuneo,CN,44.635438,7.791932
Ceva,ceva,Piemonte,Cuneo,CN,44.387276,8.033048
Cherasco,cherasco,Piemonte,Cuneo,CN,44.652219,7.858015
Chiusa di Pesio,chiusa di pesio,Piemonte,Cuneo,CN,44.32643,7.675436
Cigliè,ciglie,Piemonte,Cuneo,CN,44.436535,7.926539
Cissone,cissone,Piemonte,Cuneo,CN,44.563139,8.030439
Clavesana,clavesana,Piemonte,Cuneo,CN,44.481939,7.912079
Corneliano d'Alba,corneliano d'alba,Piemonte,Cuneo,CN,44.735937,7.959851
Cortemilia,cortemilia,Piemonte,Cuneo,CN,44.579471,8.193302
Cossano Belbo,cossano belbo,Piemonte,Cuneo,CN,44.668989,8.198579
Costigliole Saluzzo,costigliole saluzzo,Piemonte,Cuneo,CN,44.564534,7.485427
Cravanzana,cravanzana,Piemonte,Cuneo,CN,44.57462,8.126185
Crissolo,crissolo,Piemonte,Cuneo,CN,44.699166,7.157719
Cuneo,cuneo,Piemonte,Cuneo,CN,44.45807,7.558137
Demonte,demonte,Piemonte,Cuneo,CN,44.315264,7.297508
Diano d'Alba,diano d'alba,Piemonte,Cuneo,CN,44.65031,8.027508
Dogliani,dogliani,Piemonte,Cuneo,CN,44.530782,7.947233
Dronero,dronero,Piemonte,Cuneo,CN,44.465942,7.367256
Elva,elva,Piemonte,Cuneo,CN,44.540329,7.090319
Entracque,entracque,Piemonte,Cuneo,CN,44.241425,7.399331
Envie,envie,Piemonte,Cuneo,CN,44.682235,7.371123
Farigliano,farigliano,Piemonte,Cuneo,CN,44.512031,7.914245
Faule,faule,Piemonte,Cuneo,CN,44.80624,7.585125
Feisoglio,feisoglio,Piemonte,Cuneo,CN,44.543739,8.104941
Fossano,fossano,Piemonte,Cuneo,CN,44.549349,7.725016
Frabosa Soprana,frabosa soprana,Piemonte,Cuneo,CN,44.287769,7.806567
Frabosa Sottana,frabosa sottana,Piemonte,Cuneo,CN,44.302165,7.798008
Frassino,frassino,Piemonte,Cuneo,CN,44.571632,7.276023
Gaiola,gaiola,Piemonte,Cuneo,CN,44.335245,7.406784
Gambasca,gambasca,Piemonte,Cuneo,CN,44.628734,7.347323
Garessio,garessio,Piemonte,Cuneo,CN,44.202931,8.019253
Genola,genola,Piemonte,Cuneo,CN,44.588936,7.66453
Gorzegno,gorzegno,Piemonte,Cuneo,CN,44.512838,8.135142
Gottasecca,gottasecca,Piemonte,Cuneo,CN,44.460137,8.167544
Govone,govone,Piemonte,Cuneo,CN,44.804445,8.094036
Grinzane Cavour,grinzane cavour,Piemonte,Cuneo,CN,44.65334,7.995036
Guarene,guarene,Piemonte,Cuneo,CN,44.739486,8.034836
Igliano,igliano,Piemonte,Cuneo,CN,44.442936,8.013341
Isasca,isasca,Piemonte,Cuneo,CN,44.587633,7.381625
Lagnasco,lagnasco,Piemonte,Cuneo,CN,44.624928,7.555576
La Morra,la morra,Piemonte,Cuneo,CN,44.63848,7.932582
Lequio Berria,lequio berria,Piemonte,Cuneo,CN,44.60584,8.098139
Lequio Tanaro,lequio tanaro,Piemonte,Cuneo,CN,44.559937,7.882136
Lesegno,lesegno,Piemonte,Cuneo,CN,44.402234,7.97084
Levice,levice,Piemonte,Cuneo,CN,44.538239,8.155042
Limone Piemonte,limone piemonte,Piemonte,Cuneo,CN,44.202726,7.576336
Lisio,lisio,Piemonte,Cuneo,CN,44.307132,7.978742
Macra,macra,Piemonte,Cuneo,CN,44.500248,7.17926
Magliano Alfieri,magliano alfieri,Piemonte,Cuneo,CN,44.769244,8.070136
Magliano Alpi,magliano alpi,Piemonte,Cuneo,CN,44.459634,7.805336
Mango,mango,Piemonte,Cuneo,CN,44.686443,8.150239
Manta,manta,Piemonte,Cuneo,CN,44.615872,7.48702
Marene,marene,Piemonte,Cuneo,CN,44.661972,7.729157
Margarita,margarita,Piemonte,Cuneo,CN,44.403432,7.684934
Marmora,marmora,Piemonte,Cuneo,CN,44.439247,7.123515
Marsaglia,marsaglia,Piemonte,Cuneo,CN,44.453858,7.981246
Martiniana Po,martiniana po,Piemonte,Cuneo,CN,44.627234,7.362823
Melle,melle,Piemonte,Cuneo,CN,44.562048,7.32049
Moiola,moiola,Piemonte,Cuneo,CN,44.321127,7.38973
Mombarcaro,mombarcaro,Piemonte,Cuneo,CN,44.467637,8.088242
Mombasiglio,mombasiglio,Piemonte,Cuneo,CN,44.366633,7.967941
Monastero di Vasco,monastero di vasco,Piemonte,Cuneo,CN,44.330752,7.823675
Monasterolo Casotto,monasterolo casotto,Piemonte,Cuneo,CN,44.328232,7.943241
Monasterolo di Savigliano,monasterolo di savigliano,Piemonte,Cuneo,CN,44.686338,7.619528
Monchiero,monchiero,Piemonte,Cuneo,CN,44.570538,7.920236
Mondovì,mondovi,Piemonte,Cuneo,CN,44.390028,7.820472
Monesiglio,monesiglio,Piemonte,Cuneo,CN,44.465037,8.118542
Monforte d'Alba,monforte d'alba,Piemonte,Cuneo,CN,44.582438,7.969637
Montà,monta,Piemonte,Cuneo,CN,44.813644,7.957233
Montaldo di Mondovì,montaldo di mondovi,Piemonte,Cuneo,CN,44.321731,7.86714
Montaldo Roero,montaldo roero,Piemonte,Cuneo,CN,44.768719,7.924151
Montanera,montanera,Piemonte,Cuneo,CN,44.462233,7.665633
Montelupo Albese,montelupo albese,Piemonte,Cuneo,CN,44.62144,8.048038
Montemale di Cuneo,montemale di cuneo,Piemonte,Cuneo,CN,44.43743,7.375327
Monterosso Grana,monterosso grana,Piemonte,Cuneo,CN,44.408228,7.322927
Monteu Roero,monteu roero,Piemonte,Cuneo,CN,44.780686,7.931189
Montezemolo,montezemolo,Piemonte,Cuneo,CN,44.377035,8.141144
Monticello d'Alba,monticello d'alba,Piemonte,Cuneo,CN,44.718182,7.948204
Moretta,moretta,Piemonte,Cuneo,CN,44.763839,7.537125
Morozzo,morozzo,Piemonte,Cuneo,CN,44.423932,7.713335
Murazzano,murazzano,Piemonte,Cuneo,CN,44.474649,8.021336
Murello,murello,Piemonte,Cuneo,CN,44.752139,7.600926
Narzole,narzole,Piemonte,Cuneo,CN,44.595438,7.869835
Neive,neive,Piemonte,Cuneo,CN,44.72605,8.115186
Neviglie,neviglie,Piemonte,Cuneo,CN,44.691942,8.116838
Niella Belbo,niella belbo,Piemonte,Cuneo,CN,44.512738,8.079341
Niella Tanaro,niella tanaro,Piemonte,Cuneo,CN,44.413112,7.922952
Novello,novello,Piemonte,Cuneo,CN,44.587706,7.927116
Nucetto,nucetto,Piemonte,Cuneo,CN,44.340334,8.060343
Oncino,oncino,Piemonte,Cuneo,CN,44.676262,7.190376
Ormea,ormea,Piemonte,Cuneo,CN,44.148871,7.912606
Ostana,ostana,Piemonte,Cuneo,CN,44.692521,7.188312
Paesana,paesana,Piemonte,Cuneo,CN,44.684564,7.273841
Pagno,pagno,Piemonte,Cuneo,CN,44.611734,7.425725
Pamparato,pamparato,Piemonte,Cuneo,CN,44.277029,7.913714
Paroldo,paroldo,Piemonte,Cuneo,CN,44.432036,8.072442
Perletto,perletto,Piemonte,Cuneo,CN,44.599341,8.213042
Perlo,perlo,Piemonte,Cuneo,CN,44.32202,8.094944
Peveragno,peveragno,Piemonte,Cuneo,CN,44.330015,7.617468
Pezzolo Valle Uzzone,pezzolo valle uzzone,Piemonte,Cuneo,CN,44.53874,8.193943
Pianfei,pianfei,Piemonte,Cuneo,CN,44.372031,7.711435
Piasco,piasco,Piemonte,Cuneo,CN,44.568001,7.457775
Pietraporzio,pietraporzio,Piemonte,Cuneo,CN,44.343768,7.033462
Piobesi d'Alba,piobesi d'alba,Piemonte,Cuneo,CN,44.735019,7.979668
Piozzo,piozzo,Piemonte,Cuneo,CN,44.515655,7.892257
Pocapaglia,pocapaglia,Piemonte,Cuneo,CN,44.715241,7.882933
Polonghera,polonghera,Piemonte,Cuneo,CN,44.80234,7.595725
Pontechianale,pontechianale,Piemonte,Cuneo,CN,44.622646,7.02998
Pradleves,pradleves,Piemonte,Cuneo,CN,44.418346,7.280699
Prazzo,prazzo,Piemonte,Cuneo,CN,44.482898,7.055396
Priero,priero,Piemonte,Cuneo,CN,44.376035,8.093343
Priocca,priocca,Piemonte,Cuneo,CN,44.787185,8.061645
Priola,priola,Piemonte,Cuneo,CN,44.245575,8.022422
Prunetto,prunetto,Piemonte,Cuneo,CN,44.488441,8.14375
Racconigi,racconigi,Piemonte,Cuneo,CN,44.769819,7.678887
Revello,revello,Piemonte,Cuneo,CN,44.654948,7.389914
Rifreddo,rifreddo,Piemonte,Cuneo,CN,44.650734,7.346423
Rittana,rittana,Piemonte,Cuneo,CN,44.351028,7.398429
Roaschia,roaschia,Piemonte,Cuneo,CN,44.270105,7.455976
Roascio,roascio,Piemonte,Cuneo,CN,44.417138,8.022343
Robilante,robilante,Piemonte,Cuneo,CN,44.294182,7.511178
Roburent,roburent,Piemonte,Cuneo,CN,44.306331,7.89224
Roccabruna,roccabruna,Piemonte,Cuneo,CN,44.47453,7.343726
Rocca Cigliè,rocca ciglie,Piemonte,Cuneo,CN,44.445235,7.950939
Rocca de' Baldi,rocca de' baldi,Piemonte,Cuneo,CN,44.423633,7.761136
Roccaforte Mondovì,roccaforte mondovi,Piemonte,Cuneo,CN,44.31794,7.744742
Roccasparvera,roccasparvera,Piemonte,Cuneo,CN,44.341583,7.440791
Roccavione,roccavione,Piemonte,Cuneo,CN,44.314628,7.482432
Rocchetta Belbo,rocchetta belbo,Piemonte,Cuneo,CN,44.636042,8.17534
Roddi,roddi,Piemonte,Cuneo,CN,44.679641,7.975435
Roddino,roddino,Piemonte,Cuneo,CN,44.573849,8.019119
Rodello,rodello,Piemonte,Cuneo,CN,44.62854,8.056838
Rossana,rossana,Piemonte,Cuneo,CN,44.543333,7.433826
Ruffia,ruffia,Piemonte,Cuneo,CN,44.706638,7.604027
Sale delle Langhe,sale delle langhe,Piemonte,Cuneo,CN,44.395235,8.080143
Sale San Giovanni,sale san giovanni,Piemonte,Cuneo,CN,44.399902,8.078891
Saliceto,saliceto,Piemonte,Cuneo,CN,44.413336,8.168644
Salmour,salmour,Piemonte,Cuneo,CN,44.578037,7.791833
Saluzzo,saluzzo,Piemonte,Cuneo,CN,44.644605,7.492601
Sambuco,sambuco,Piemonte,Cuneo,CN,44.336292,7.079338
Sampeyre,sampeyre,Piemonte,Cuneo,CN,44.579684,7.188889
San Benedetto Belbo,san benedetto belbo,Piemonte,Cuneo,CN,44.490137,8.057841
San Damiano Macra,san damiano macra,Piemonte,Cuneo,CN,44.48873,7.258424
Sanfrè,sanfre,Piemonte,Cuneo,CN,44.749384,7.803374
Sanfront,sanfront,Piemonte,Cuneo,CN,44.647034,7.321022
San Michele Mondovì,san michele mondovi,Piemonte,Cuneo,CN,44.377031,7.911036
Sant'Albano Stura,sant'albano stura,Piemonte,Cuneo,CN,44.508934,7.722333
Santa Vittoria d'Alba,santa vittoria d'alba,Piemonte,Cuneo,CN,44.698641,7.937334
Santo Stefano Belbo,santo stefano belbo,Piemonte,Cuneo,CN,44.70774,8.230731
Santo Stefano Roero,santo stefano roero,Piemonte,Cuneo,CN,44.788443,7.940933
Savigliano,savigliano,Piemonte,Cuneo,CN,44.644037,7.655929
Scagnello,scagnello,Piemonte,Cuneo,CN,44.333333,7.986442
Scarnafigi,scarnafigi,Piemonte,Cuneo,CN,44.67881,7.56595
Serralunga d'Alba,serralunga d'alba,Piemonte,Cuneo,CN,44.610686,8.000556
Serravalle Langhe,serravalle langhe,Piemonte,Cuneo,CN,44.559239,8.058639
Sinio,sinio,Piemonte,Cuneo,CN,44.600339,8.019938
Somano,somano,Piemonte,Cuneo,CN,44.535338,8.007839
Sommariva del Bosco,sommariva del bosco,Piemonte,Cuneo,CN,44.768741,7.78533
Sommariva Perno,sommariva perno,Piemonte,Cuneo,CN,44.745642,7.900633
Stroppo,stroppo,Piemonte,Cuneo,CN,44.506858,7.125828
Tarantasca,tarantasca,Piemonte,Cuneo,CN,44.493679,7.543677
Torre Bormida,torre bormida,Piemonte,Cuneo,CN,44.56274,8.154441
Torre Mondovì,torre mondovi,Piemonte,Cuneo,CN,44.352832,7.89964
Torre San Giorgio,torre san giorgio,Piemonte,Cuneo,CN,44.735739,7.528128
Torresina,torresina,Piemonte,Cuneo,CN,44.433639,8.036745
Treiso,treiso,Piemonte,Cuneo,CN,44.689151,8.086845
Trezzo Tinella,trezzo tinella,Piemonte,Cuneo,CN,44.677049,8.107468
Trinità,trinita,Piemonte,Cuneo,CN,44.508277,7.757897
Valdieri,valdieri,Piemonte,Cuneo,CN,44.277626,7.397631
Valgrana,valgrana,Piemonte,Cuneo,CN,44.411229,7.380128
Valloriate,valloriate,Piemonte,Cuneo,CN,44.338067,7.374371
Venasca,venasca,Piemonte,Cuneo,CN,44.562163,7.396865
Verduno,verduno,Piemonte,Cuneo,CN,44.66614,7.930735
Vernante,vernante,Piemonte,Cuneo,CN,44.245027,7.533834
Verzuolo,verzuolo,Piemonte,Cuneo,CN,44.602899,7.474941
Vezza d'Alba,vezza d'alba,Piemonte,Cuneo,CN,44.76364,7.996134
Vicoforte,vicoforte,Piemonte,Cuneo,CN,44.374442,7.872552
Vignolo,vignolo,Piemonte,Cuneo,CN,44.362229,7.472731
Villafalletto,villafalletto,Piemonte,Cuneo,CN,44.543734,7.540129
Villanova Mondovì,villanova mondovi,Piemonte,Cuneo,CN,44.346932,7.766338
Villanova Solaro,villanova solaro,Piemonte,Cuneo,CN,44.729938,7.574426
Villar San Costanzo,villar san costanzo,Piemonte,Cuneo,CN,44.484731,7.382226
Vinadio,vinadio,Piemonte,Cuneo,CN,44.309025,7.176025
Viola,viola,Piemonte,Cuneo,CN,44.290744,7.966471
Vottignasco,vottignasco,Piemonte,Cuneo,CN,44.564134,7.579129
Agliano Terme,agliano terme,Piemonte,Asti,AT,44.791012,8.249988
Albugnano,albugnano,Piemonte,Asti,AT,45.077966,7.971154
Antignano,antignano,Piemonte,Asti,AT,44.845059,8.13484
Aramengo,aramengo,Piemonte,Asti,AT,45.101082,8.000528
Asti,asti,Piemonte,Asti,AT,44.826013,8.202686
Azzano d'Asti,azzano d'asti,Piemonte,Asti,AT,44.874588,8.267791
Baldichieri d'Asti,baldichieri d'asti,Piemonte,Asti,AT,44.905948,8.091638
Belveglio,belveglio,Piemonte,Asti,AT,44.830438,8.330191
Berzano di San Pietro,berzano di san pietro,Piemonte,Asti,AT,45.094813,7.953012
Bruno,bruno,Piemonte,Asti,AT,44.793248,8.440543
Bubbio,bubbio,Piemonte,Asti,AT,44.663673,8.295134
Buttigliera d'Asti,buttigliera d'asti,Piemonte,Asti,AT,45.022638,7.950799
Calamandrana,calamandrana,Piemonte,Asti,AT,44.737016,8.334154
Calliano,calliano,Piemonte,Asti,AT,45.007826,8.25694
Calosso,calosso,Piemonte,Asti,AT,44.739837,8.227501
Camerano Casasco,camerano casasco,Piemonte,Asti,AT,44.991013,8.091198
Canelli,canelli,Piemonte,Asti,AT,44.719278,8.287138
Cantarana,cantarana,Piemonte,Asti,AT,44.900516,8.030217
Capriglio,capriglio,Piemonte,Asti,AT,45.004136,8.007991
